"region_id","Kode Region","Desa","Kode Desa","Kecamatan","Kode Kecamatan","Kota/Kabupaten","Kode Kota/Kabupaten","Provinsi","Kode Provinsi","Kode Pos"
1,"11.01.01.2001",Keude Bakongan,"11.01.01.2001",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
2,"11.01.01.2002",Ujong Mangki,"11.01.01.2002",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
3,"11.01.01.2003",Ujong Padang,"11.01.01.2003",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
4,"11.01.01.2004",Gampong Drien,"11.01.01.2004",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
5,"11.01.01.2015",Darul Ikhsan,"11.01.01.2015",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
6,"11.01.01.2016",Padang Beurahan,"11.01.01.2016",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
7,"11.01.01.2017",Gampong Baro,"11.01.01.2017",Bakongan,"11.01.01",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23773"
8,"11.01.02.2001",Fajar Harapan,"11.01.02.2001",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
9,"11.01.02.2002",Krueng Batee,"11.01.02.2002",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
10,"11.01.02.2003",Pasi Kuala Asahan,"11.01.02.2003",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
11,"11.01.02.2004",Gunung Pulo,"11.01.02.2004",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
12,"11.01.02.2005",Pulo Ie I,"11.01.02.2005",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
13,"11.01.02.2006",Jambo Manyang,"11.01.02.2006",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
14,"11.01.02.2007",Simpang Empat,"11.01.02.2007",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
15,"11.01.02.2008",Limau Purut,"11.01.02.2008",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
16,"11.01.02.2009",Pulo Kambing,"11.01.02.2009",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
17,"11.01.02.2010",Kampung Paya,"11.01.02.2010",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
18,"11.01.02.2011",Krueng Batu,"11.01.02.2011",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
19,"11.01.02.2012",Krueng Kluet,"11.01.02.2012",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
20,"11.01.02.2013",Alur Mas,"11.01.02.2013",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
21,"11.01.02.2014",Kampung Tinggi,"11.01.02.2014",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
22,"11.01.02.2015",Ruak,"11.01.02.2015",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
23,"11.01.02.2016",Simpang Lhee,"11.01.02.2016",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
24,"11.01.02.2017",Suaq Geuringgeng,"11.01.02.2017",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
25,"11.01.02.2018",Pasi Kuala Ba'u,"11.01.02.2018",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
26,"11.01.02.2019",Kedai Padang,"11.01.02.2019",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
27,"11.01.02.2020",Kotafajar,"11.01.02.2020",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
28,"11.01.02.2021",Gunung Pudung,"11.01.02.2021",Kluet Utara,"11.01.02",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23771"
29,"11.01.03.2001",Suaq Bakung,"11.01.03.2001",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
30,"11.01.03.2002",Rantau Binuang,"11.01.03.2002",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
31,"11.01.03.2003",Barat Daya,"11.01.03.2003",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
32,"11.01.03.2004",Sialang,"11.01.03.2004",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
33,"11.01.03.2005",Kapeh,"11.01.03.2005",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
34,"11.01.03.2006",Pulo Ie,"11.01.03.2006",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
35,"11.01.03.2007",Kedai Runding,"11.01.03.2007",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
36,"11.01.03.2008",Kedai Kandang,"11.01.03.2008",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
37,"11.01.03.2009",Gampong Luar,"11.01.03.2009",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
38,"11.01.03.2010",Ujung,"11.01.03.2010",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
39,"11.01.03.2011",Jua,"11.01.03.2011",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
40,"11.01.03.2012",Pasi Meurapat,"11.01.03.2012",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
41,"11.01.03.2013",Ujung Pasir,"11.01.03.2013",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
42,"11.01.03.2014",Geulumbuk,"11.01.03.2014",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
43,"11.01.03.2015",Pasie Lembang,"11.01.03.2015",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
44,"11.01.03.2016",Ujung Padang,"11.01.03.2016",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
45,"11.01.03.2017",Indra Damai,"11.01.03.2017",Kluet Selatan,"11.01.03",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23772"
46,"11.01.04.2001",Bakau Hulu,"11.01.04.2001",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
47,"11.01.04.2002",Padang Bakau,"11.01.04.2002",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
48,"11.01.04.2003",Manggis Harapan,"11.01.04.2003",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
49,"11.01.04.2004",Pasar Lama,"11.01.04.2004",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
50,"11.01.04.2005",Apha,"11.01.04.2005",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
51,"11.01.04.2006",Ujung Batu,"11.01.04.2006",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
52,"11.01.04.2007",Pawoh,"11.01.04.2007",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
53,"11.01.04.2008",Dalam,"11.01.04.2008",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
54,"11.01.04.2009",Kota Palak,"11.01.04.2009",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
55,"11.01.04.2010",Cacang,"11.01.04.2010",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
56,"11.01.04.2011",Tengah Pisang,"11.01.04.2011",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
57,"11.01.04.2012",Pisang,"11.01.04.2012",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
58,"11.01.04.2013",Hulu Pisang,"11.01.04.2013",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
59,"11.01.04.2014",Tengah Baru,"11.01.04.2014",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
60,"11.01.04.2015",Lembah Baru,"11.01.04.2015",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
61,"11.01.04.2016",Padang Baru,"11.01.04.2016",Labuhan Haji,"11.01.04",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23761"
62,"11.01.05.2001",Kuta Buloh II,"11.01.05.2001",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
63,"11.01.05.2002",Kuta Buloh I,"11.01.05.2002",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
64,"11.01.05.2003",Ie Dingen,"11.01.05.2003",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
65,"11.01.05.2004",Drien Jalo,"11.01.05.2004",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
66,"11.01.05.2005",Jambo Papeun,"11.01.05.2005",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
67,"11.01.05.2006",Buket Meuh,"11.01.05.2006",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
68,"11.01.05.2007",Blang Kuala,"11.01.05.2007",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
69,"11.01.05.2008",Rot Teungoh,"11.01.05.2008",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
70,"11.01.05.2009",Alue Baro,"11.01.05.2009",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
71,"11.01.05.2010",Ladang Tuha,"11.01.05.2010",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
72,"11.01.05.2011",Lhok Mamplam,"11.01.05.2011",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
73,"11.01.05.2012",Arun Tunggai,"11.01.05.2012",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
74,"11.01.05.2013",Blang Teungoh,"11.01.05.2013",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
75,"11.01.05.2014",Blang Bladeh,"11.01.05.2014",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
76,"11.01.05.2015",Ie Buboh,"11.01.05.2015",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
77,"11.01.05.2016",Keude Meukek,"11.01.05.2016",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
78,"11.01.05.2017",Kuta Baro,"11.01.05.2017",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
79,"11.01.05.2018",Tanjung Harapan,"11.01.05.2018",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
80,"11.01.05.2019",Labuhan Tarok,"11.01.05.2019",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
81,"11.01.05.2020",Lhok Aman,"11.01.05.2020",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
82,"11.01.05.2021",Alue Meutuah,"11.01.05.2021",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
83,"11.01.05.2022",Ladang Baro,"11.01.05.2022",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
84,"11.01.05.2023",Labuhan Tarok II,"11.01.05.2023",Meukek,"11.01.05",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23754"
85,"11.01.06.2001",Dalam,"11.01.06.2001",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
86,"11.01.06.2002",Subarang,"11.01.06.2002",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
87,"11.01.06.2003",Kuta Baru,"11.01.06.2003",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
88,"11.01.06.2004",Gunung Ketek,"11.01.06.2004",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
89,"11.01.06.2005",Ladang Panton Luas,"11.01.06.2005",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
90,"11.01.06.2006",Madat,"11.01.06.2006",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
91,"11.01.06.2007",Alur Seumerah,"11.01.06.2007",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
92,"11.01.06.2008",Tengah,"11.01.06.2008",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
93,"11.01.06.2009",Gunung Cut,"11.01.06.2009",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
94,"11.01.06.2010",Alur Pinang,"11.01.06.2010",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
95,"11.01.06.2011",Kuta Blang,"11.01.06.2011",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
96,"11.01.06.2012",Batee Tunggai,"11.01.06.2012",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
97,"11.01.06.2013",Ujung Tanah,"11.01.06.2013",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
98,"11.01.06.2014",Ujung Kampung,"11.01.06.2014",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
99,"11.01.06.2015",Jilatang,"11.01.06.2015",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
100,"11.01.06.2016",Luar,"11.01.06.2016",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
101,"11.01.06.2017",Lubuk Layu,"11.01.06.2017",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
102,"11.01.06.2018",Suaq Hulu,"11.01.06.2018",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
103,"11.01.06.2019",Tampang,"11.01.06.2019",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
104,"11.01.06.2020",Payonan Gadang,"11.01.06.2020",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
105,"11.01.06.2021",Gadang,"11.01.06.2021",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
106,"11.01.06.2022",Baru,"11.01.06.2022",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
107,"11.01.06.2023",Ladang Kasik Putih,"11.01.06.2023",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
108,"11.01.06.2024",Air Sialang Hilir.,"11.01.06.2024",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
109,"11.01.06.2025",Air Sialang Hulu,"11.01.06.2025",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
110,"11.01.06.2026",Air Sialang Tengah,"11.01.06.2026",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
111,"11.01.06.2027",Balai,"11.01.06.2027",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
112,"11.01.06.2028",Arafah,"11.01.06.2028",Samadua,"11.01.06",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23752"
113,"11.01.07.2001",Sikulat,"11.01.07.2001",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
114,"11.01.07.2002",Sawang I,"11.01.07.2002",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
115,"11.01.07.2003",Meuligo,"11.01.07.2003",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
116,"11.01.07.2004",Lhok Pawoh,"11.01.07.2004",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
117,"11.01.07.2005",Sawang II,"11.01.07.2005",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
118,"11.01.07.2006",Ujung Karang,"11.01.07.2006",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
119,"11.01.07.2007",Trieng Meuduro Baroh,"11.01.07.2007",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
120,"11.01.07.2008",Trieng Meuduro Tunong,"11.01.07.2008",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
121,"11.01.07.2009",Panton Luas,"11.01.07.2009",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
122,"11.01.07.2010",Simpang Tiga,"11.01.07.2010",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
123,"11.01.07.2011",Kuta Baro,"11.01.07.2011",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
124,"11.01.07.2012",Blang Geulinggang,"11.01.07.2012",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
125,"11.01.07.2013",Mutiara,"11.01.07.2013",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
126,"11.01.07.2014",Ujung Padang,"11.01.07.2014",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
127,"11.01.07.2015",Sawang Ba'u,"11.01.07.2015",Sawang,"11.01.07",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23753"
128,"11.01.08.2001",Lhok Keutapang,"11.01.08.2001",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23718"
129,"11.01.08.2002",Hilir,"11.01.08.2002",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23717"
130,"11.01.08.2003",Padang,"11.01.08.2003",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23713"
131,"11.01.08.2004",Hulu,"11.01.08.2004",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23714"
132,"11.01.08.2005",Jambo Apha,"11.01.08.2005",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23716"
133,"11.01.08.2006",Tepi Air,"11.01.08.2006",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23712"
134,"11.01.08.2007",Pasar,"11.01.08.2007",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
135,"11.01.08.2008",Lhok Bengkuang,"11.01.08.2008",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23715"
136,"11.01.08.2009",Panton Luas,"11.01.08.2009",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
137,"11.01.08.2010",Gunung Kerambil,"11.01.08.2010",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
138,"11.01.08.2011",Air Berudang,"11.01.08.2011",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
139,"11.01.08.2012",Batu Itam,"11.01.08.2012",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
140,"11.01.08.2013",Panjupian,"11.01.08.2013",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
141,"11.01.08.2014",Lhok Rukam,"11.01.08.2014",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
142,"11.01.08.2015",Air Pinang,"11.01.08.2015",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23711"
143,"11.01.08.2016",Lhok Bengkuang Timur,"11.01.08.2016",Tapaktuan,"11.01.08",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23712"
144,"11.01.09.2001",Keude Trumon,"11.01.09.2001",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
145,"11.01.09.2002",Ujong Tanoh,"11.01.09.2002",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
146,"11.01.09.2003",Sigleng,"11.01.09.2003",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
147,"11.01.09.2004",Ie Meudama,"11.01.09.2004",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
148,"11.01.09.2005",Tuepin Tinggi,"11.01.09.2005",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
149,"11.01.09.2006",Kuta Baro,"11.01.09.2006",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
150,"11.01.09.2007",Panton Bilie,"11.01.09.2007",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
151,"11.01.09.2012",Kuta Padang,"11.01.09.2012",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
152,"11.01.09.2013",Raket,"11.01.09.2013",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
153,"11.01.09.2014",Gampong Teungoh,"11.01.09.2014",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
154,"11.01.09.2015",Seuneubok Jaya,"11.01.09.2015",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
155,"11.01.09.2016",Padang Harapan,"11.01.09.2016",Trumon,"11.01.09",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23774"
156,"11.01.10.2001",Ladang Teungoh,"11.01.10.2001",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
157,"11.01.10.2002",Pucok Krueng,"11.01.10.2002",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
158,"11.01.10.2003",Silolo,"11.01.10.2003",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
159,"11.01.10.2004",Kampung Baru,"11.01.10.2004",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
160,"11.01.10.2005",Panton Bili,"11.01.10.2005",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
161,"11.01.10.2006",Paya Ateuk,"11.01.10.2006",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
162,"11.01.10.2007",Ladang Tuha,"11.01.10.2007",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
163,"11.01.10.2008",Mata Ie,"11.01.10.2008",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
164,"11.01.10.2009",Ujong Batee,"11.01.10.2009",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
165,"11.01.10.2010",Lhok Sialang Cut,"11.01.10.2010",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
166,"11.01.10.2011",Seuneubok,"11.01.10.2011",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
167,"11.01.10.2012",Ie Mirah,"11.01.10.2012",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
168,"11.01.10.2013",Pasie Rasian,"11.01.10.2013",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
169,"11.01.10.2014",Ujung Padang Rasian,"11.01.10.2014",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
170,"11.01.10.2015",Krueng Kalee,"11.01.10.2015",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
171,"11.01.10.2016",Lhok Sialang Rayeuk,"11.01.10.2016",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
172,"11.01.10.2017",Gampong Baro,"11.01.10.2017",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
173,"11.01.10.2018",Teupin Gajah,"11.01.10.2018",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
174,"11.01.10.2019",Ujung Padang Asahan,"11.01.10.2019",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
175,"11.01.10.2020",Pulo Ie II,"11.01.10.2020",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
176,"11.01.10.2021",Pante Raja,"11.01.10.2021",Pasi Raja,"11.01.10",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23755"
177,"11.01.11.2001",Tengah Peulumat,"11.01.11.2001",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
178,"11.01.11.2002",Paya Peulumat,"11.01.11.2002",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
179,"11.01.11.2003",Padang Peulumat,"11.01.11.2003",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
180,"11.01.11.2004",Aur Peulumat,"11.01.11.2004",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
181,"11.01.11.2005",Limau Saring,"11.01.11.2005",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
182,"11.01.11.2006",Beutong,"11.01.11.2006",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
