"region_id","Kode Region","Desa","Kode Desa","Kecamatan","Kode Kecamatan","Kota/Kabupaten","Kode Kota/Kabupaten","Provinsi","Kode Provinsi","Kode Pos"
57797,"61.08.11.2013",Dara Itam I,"61.08.11.2013",Jelimpo,"61.08.11",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79357"
57798,"61.08.12.2001",Padang Pio,"61.08.12.2001",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57799,"61.08.12.2002",Tembawang Bale,"61.08.12.2002",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57800,"61.08.12.2003",Kampet,"61.08.12.2003",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57801,"61.08.12.2004",Untang,"61.08.12.2004",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57802,"61.08.12.2005",Ringo Lojok,"61.08.12.2005",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57803,"61.08.12.2006",Gamang,"61.08.12.2006",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57804,"61.08.12.2007",Semade,"61.08.12.2007",Banyuke Hulu,"61.08.12",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79364"
57805,"61.08.13.2001",Sompak,"61.08.13.2001",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57806,"61.08.13.2002",Pauh,"61.08.13.2002",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57807,"61.08.13.2003",Lingkonong,"61.08.13.2003",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57808,"61.08.13.2004",Galar,"61.08.13.2004",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57809,"61.08.13.2005",Amawakng,"61.08.13.2005",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57810,"61.08.13.2006",Tapakng,"61.08.13.2006",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57811,"61.08.13.2007",Pakumbang,"61.08.13.2007",Sompak,"61.08.13",Kabupaten Landak,"61.08",Kalimantan Barat,"61","79361"
57812,"61.09.01.2001",Sungai Ringin,"61.09.01.2001",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79582"
57813,"61.09.01.2002",Mungguk,"61.09.01.2002",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79511"
57814,"61.09.01.2003",Tanjung,"61.09.01.2003",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79511"
57815,"61.09.01.2004",Merapi,"61.09.01.2004",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79512"
57816,"61.09.01.2005",Seraras,"61.09.01.2005",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79512"
57817,"61.09.01.2006",Semabi,"61.09.01.2006",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79515"
57818,"61.09.01.2007",Seberang Kapuas,"61.09.01.2007",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79515"
57819,"61.09.01.2008",Landau Kodah,"61.09.01.2008",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79514"
57820,"61.09.01.2009",Timpuk,"61.09.01.2009",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79514"
57821,"61.09.01.2010",Sungai Kunyit,"61.09.01.2010",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79516"
57822,"61.09.01.2011",Peniti,"61.09.01.2011",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79516"
57823,"61.09.01.2012",Gonis Tekam,"61.09.01.2012",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79582"
57824,"61.09.01.2013",Tapang Semadak,"61.09.01.2013",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79513"
57825,"61.09.01.2014",Engkersik,"61.09.01.2014",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79513"
57826,"61.09.01.2015",Ensalang,"61.09.01.2015",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79516"
57827,"61.09.01.2016",Bokak Sebumbun,"61.09.01.2016",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79582"
57828,"61.09.01.2017",Selalong,"61.09.01.2017",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79582"
57829,"61.09.01.2018",Sempulau Indah,"61.09.01.2018",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79514"
57830,"61.09.01.2019",Tigur Jaya,"61.09.01.2019",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79514"
57831,"61.09.01.2020",Beringkai Raya,"61.09.01.2020",Sekadau Hilir,"61.09.01",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79514"
57832,"61.09.02.2001",Rawak Hilir,"61.09.02.2001",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57833,"61.09.02.2002",Rawak Hulu,"61.09.02.2002",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57834,"61.09.02.2003",Nanga Menterap,"61.09.02.2003",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57835,"61.09.02.2004",Boti,"61.09.02.2004",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57836,"61.09.02.2005",Perongkan,"61.09.02.2005",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57837,"61.09.02.2006",Tinting Boyok,"61.09.02.2006",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57838,"61.09.02.2007",Sekonau,"61.09.02.2007",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57839,"61.09.02.2008",Setawar,"61.09.02.2008",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57840,"61.09.02.2009",Nanga Pembubuh,"61.09.02.2009",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57841,"61.09.02.2010",Tapang Perodah,"61.09.02.2010",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57842,"61.09.02.2011",Sungai Sambang,"61.09.02.2011",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57843,"61.09.02.2012",Mondi,"61.09.02.2012",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57844,"61.09.02.2013",Cupang Gading,"61.09.02.2013",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57845,"61.09.02.2014",Nanga Biaban,"61.09.02.2014",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57846,"61.09.02.2015",Sunsong,"61.09.02.2015",Sekadau Hulu,"61.09.02",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79583"
57847,"61.09.03.2001",Nanga Taman,"61.09.03.2001",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57848,"61.09.03.2002",Rirang Jati,"61.09.03.2002",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57849,"61.09.03.2003",Senangak,"61.09.03.2003",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57850,"61.09.03.2004",Nanga Kiungkang,"61.09.03.2004",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57851,"61.09.03.2005",Sungai Lawak,"61.09.03.2005",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57852,"61.09.03.2006",Tapang Tingang,"61.09.03.2006",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57853,"61.09.03.2007",Nanga Mongko,"61.09.03.2007",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57854,"61.09.03.2008",Nanga Engkulun,"61.09.03.2008",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57855,"61.09.03.2009",Nanga Koman,"61.09.03.2009",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57856,"61.09.03.2010",Lubuk Tajau,"61.09.03.2010",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57857,"61.09.03.2011",Pantok,"61.09.03.2011",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57858,"61.09.03.2012",Meragun,"61.09.03.2012",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57859,"61.09.03.2013",Nanga Mentukak,"61.09.03.2013",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57860,"61.09.03.2014",Semerawai,"61.09.03.2014",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57861,"61.09.03.2015",Engkulun Hulu,"61.09.03.2015",Nanga Taman,"61.09.03",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79584"
57862,"61.09.04.2001",Nanga Mahap,"61.09.04.2001",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57863,"61.09.04.2002",Batu Pahat,"61.09.04.2002",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57864,"61.09.04.2003",Lembah Beringin,"61.09.04.2003",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57865,"61.09.04.2004",Teluk Kebau,"61.09.04.2004",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57866,"61.09.04.2005",Landau Apin,"61.09.04.2005",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57867,"61.09.04.2006",Tembaga,"61.09.04.2006",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57868,"61.09.04.2007",Cenayan,"61.09.04.2007",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57869,"61.09.04.2008",Landau Kumpai,"61.09.04.2008",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57870,"61.09.04.2009",Nanga Suri,"61.09.04.2009",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57871,"61.09.04.2010",Sebabas,"61.09.04.2010",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57872,"61.09.04.2011",Karang Betung,"61.09.04.2011",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57873,"61.09.04.2012",Tamang,"61.09.04.2012",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57874,"61.09.04.2013",Tembesuk,"61.09.04.2013",Nanga Mahap,"61.09.04",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79585"
57875,"61.09.05.2001",Sungai Ayak Satu,"61.09.05.2001",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57876,"61.09.05.2002",Sungai Ayak Dua,"61.09.05.2002",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57877,"61.09.05.2003",Entabuk,"61.09.05.2003",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57878,"61.09.05.2004",Tapang Pulau,"61.09.05.2004",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57879,"61.09.05.2005",Kumpang Bis,"61.09.05.2005",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57880,"61.09.05.2006",Menawai Tekam,"61.09.05.2006",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57881,"61.09.05.2007",Semadu,"61.09.05.2007",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57882,"61.09.05.2008",Merbang,"61.09.05.2008",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57883,"61.09.05.2009",Empajak,"61.09.05.2009",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57884,"61.09.05.2010",Sepantak,"61.09.05.2010",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57885,"61.09.05.2011",Melanjan Raya,"61.09.05.2011",Belitang Hilir,"61.09.05",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79586"
57886,"61.09.06.2001",Sebetung,"61.09.06.2001",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57887,"61.09.06.2002",Seburuk Satu,"61.09.06.2002",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57888,"61.09.06.2003",Sungai Tapah,"61.09.06.2003",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57889,"61.09.06.2004",Ijuk,"61.09.06.2004",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57890,"61.09.06.2005",Mengaret,"61.09.06.2005",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57891,"61.09.06.2006",Kumpang Ilong,"61.09.06.2006",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57892,"61.09.06.2007",Sungai Antu Hulu,"61.09.06.2007",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57893,"61.09.06.2008",Terduk Dampak,"61.09.06.2008",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57894,"61.09.06.2009",Pakit Mulau,"61.09.06.2009",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57895,"61.09.06.2010",Tabuk Hulu,"61.09.06.2010",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57896,"61.09.06.2011",Batuk Mulau,"61.09.06.2011",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57897,"61.09.06.2012",Balai Sepuak,"61.09.06.2012",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57898,"61.09.06.2013",Bukit Rambat,"61.09.06.2013",Belitang Hulu,"61.09.06",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79587"
57899,"61.09.07.2001",Nanga Ansar,"61.09.07.2001",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57900,"61.09.07.2002",Padak,"61.09.07.2002",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57901,"61.09.07.2003",Setuntung,"61.09.07.2003",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57902,"61.09.07.2004",Belitang Satu,"61.09.07.2004",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57903,"61.09.07.2005",Belitang Dua,"61.09.07.2005",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57904,"61.09.07.2006",Menua Prama,"61.09.07.2006",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57905,"61.09.07.2007",Maboh Permai,"61.09.07.2007",Belitang,"61.09.07",Kabupaten Sekadau,"61.09",Kalimantan Barat,"61","79588"
57906,"61.10.01.2001",Pemuar,"61.10.01.2001",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57907,"61.10.01.2002",Nusa Kenyikap,"61.10.01.2002",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57908,"61.10.01.2003",Batu Ampar,"61.10.01.2003",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57909,"61.10.01.2007",Balai Lagas,"61.10.01.2007",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57910,"61.10.01.2008",Upit,"61.10.01.2008",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57911,"61.10.01.2009",Langan,"61.10.01.2009",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57912,"61.10.01.2010",Batu Buil,"61.10.01.2010",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57913,"61.10.01.2011",Guhung,"61.10.01.2011",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57914,"61.10.01.2013",Batu Nanta,"61.10.01.2013",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57915,"61.10.01.2014",Belonsat,"61.10.01.2014",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57916,"61.10.01.2016",Laman Bukit,"61.10.01.2016",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57917,"61.10.01.2017",Tekaban,"61.10.01.2017",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57918,"61.10.01.2019",Labang,"61.10.01.2019",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57919,"61.10.01.2020",Nanga Pau,"61.10.01.2020",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57920,"61.10.01.2021",Nanga Entebah,"61.10.01.2021",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57921,"61.10.01.2023",Nanga Menunuk,"61.10.01.2023",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57922,"61.10.01.2024",Sepan Tonak,"61.10.01.2024",Belimbing,"61.10.01",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79671"
57923,"61.10.02.2001",Tanjung Niaga,"61.10.02.2001",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57924,"61.10.02.2002",Paal,"61.10.02.2002",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57925,"61.10.02.2003",Sidomulyo,"61.10.02.2003",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57926,"61.10.02.2004",Tembawang Panjang,"61.10.02.2004",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57927,"61.10.02.2005",Poring,"61.10.02.2005",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57928,"61.10.02.2007",Nanga Kebebu,"61.10.02.2007",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57929,"61.10.02.2008",Nanga Kayan,"61.10.02.2008",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57930,"61.10.02.2013",Baru,"61.10.02.2013",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57931,"61.10.02.2021",Tanjung Sari,"61.10.02.2021",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57932,"61.10.02.2023",Tanjung Lay,"61.10.02.2023",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57933,"61.10.02.2024",Labai Mandiri,"61.10.02.2024",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57934,"61.10.02.2026",Nusa Pandau,"61.10.02.2026",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57935,"61.10.02.2032",Kelakik,"61.10.02.2032",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57936,"61.10.02.2033",Semadin Lengkong,"61.10.02.2033",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57937,"61.10.02.2038",Tebing Karangan,"61.10.02.2038",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57938,"61.10.02.2040",Kenual,"61.10.02.2040",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57939,"61.10.02.2042",Tanjung Tengang,"61.10.02.2042",Nanga Pinoh,"61.10.02",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79672"
57940,"61.10.03.2001",Nanga Ella Hilir,"61.10.03.2001",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57941,"61.10.03.2002",Lengkong Nyadom,"61.10.03.2002",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57942,"61.10.03.2003",Nanga Nuak,"61.10.03.2003",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57943,"61.10.03.2004",Nanga Kalan,"61.10.03.2004",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57944,"61.10.03.2005",Nanga Nyuruh,"61.10.03.2005",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57945,"61.10.03.2006",Nanga Kempangai,"61.10.03.2006",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57946,"61.10.03.2007",Kerangan Kora,"61.10.03.2007",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57947,"61.10.03.2008",Penyuguk,"61.10.03.2008",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57948,"61.10.03.2009",Popai,"61.10.03.2009",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57949,"61.10.03.2010",Kahiya,"61.10.03.2010",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57950,"61.10.03.2011",Bemban Permai,"61.10.03.2011",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57951,"61.10.03.2012",Perembang Nyuruh,"61.10.03.2012",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57952,"61.10.03.2013",Sungai Labuk,"61.10.03.2013",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57953,"61.10.03.2014",Sungai Mentoba,"61.10.03.2014",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57954,"61.10.03.2015",Natai Compa,"61.10.03.2015",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57955,"61.10.03.2016",Pelempai Jaya,"61.10.03.2016",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57956,"61.10.03.2017",Domet Permai,"61.10.03.2017",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57957,"61.10.03.2018",Nyanggau,"61.10.03.2018",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57958,"61.10.03.2019",Jabai,"61.10.03.2019",Ella Hilir,"61.10.03",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79681"
57959,"61.10.04.2001",Menukung Kota,"61.10.04.2001",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57960,"61.10.04.2002",Nanga Ella Hulu,"61.10.04.2002",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57961,"61.10.04.2003",Sungai Sampuk,"61.10.04.2003",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57962,"61.10.04.2004",Landau Leban,"61.10.04.2004",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57963,"61.10.04.2005",Tanjung Beringin,"61.10.04.2005",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57964,"61.10.04.2006",Nanga Melona Satu,"61.10.04.2006",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57965,"61.10.04.2007",Nanga Siyai,"61.10.04.2007",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57966,"61.10.04.2008",Nanga Mawang Mentatai,"61.10.04.2008",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57967,"61.10.04.2009",Laman Mumbung,"61.10.04.2009",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57968,"61.10.04.2010",Belaban Ella,"61.10.04.2010",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57969,"61.10.04.2011",Pelaik Keruap,"61.10.04.2011",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57970,"61.10.04.2012",Nanga Keruap,"61.10.04.2012",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
57971,"61.10.04.2013",Batas Nangka,"61.10.04.2013",Menukung,"61.10.04",Kabupaten Melawi,"61.10",Kalimantan Barat,"61","79682"
